date,World,Algeria,Angola,Bahrain,Canada,China,Congo-Brazzaville,Ecuador,Egypt,Gabon,Iran,Iraq,Kuwait,Libya,Mexico,Nigeria,Norway,Qatar,Saudi Arabia,United Arab Emirates,United Kingdom,United States,Venezuela
01/01/73,54389.0,1142,162,75,1778,1012,35,230.0,192.998,150,5808,1527,3768,2293,453,1936,36.773,581,6876,1416,2,9175.935,3272
02/01/73,54930.0,1142,162,69,1792,1012,35,230.0,191.087,150,5835,1687,3340,2250,458,1944,25.841,613,7194,1597,2,9395.214,3309
03/01/73,54995.0,1142,162,70,1826,1012,35,225.0,196.82,150,5832,2044,2753,2287,458,1933,39.755,604,7481,1548,2,9271.935,3330
04/01/73,55049.0,1142,162,69,1787,1012,35,120.0,206.374,150,5769,2152,2699,2318,463,1963,26.835,591,7359,1602,2,9291.9,3360
05/01/73,56323.0,1153,162,68,1721,1012,35,160.0,206.374,150,5842,2117,2827,2251,468,1957,37.767,586,8316,1613,2,9262.387,3426
06/01/73,55711.0,1153,162,70,1889,1012,35,200.0,200.642,150,5826,2051,2857,2276,468,2007,37.767,560,7553,1537,2,9213.933,3383
07/01/73,57420.0,1142,162,68,1803,1062,35,220.0,224.528,150,5873,2099,3283,2176,463,2000,33.792,606,8682,1613,2,9217.129,3391
08/01/73,56750.0,1142,162,68,1799,1062,35,220.0,224.528,150,5701,2091,3012,2096,463,2110,33.792,568,8423,1674,2,9168.548,3396
09/01/73,57744.0,1142,162,68,1735,1062,35,220.0,224.528,150,5792,2166,3483,2273,463,2112,33.792,609,8532,1660,2,9065.3,3406
10/01/73,56614.0,1059,162,71,1802,1180,35,220.0,57.326,150,5977,1846,3060,2370,473,2200,36.773,600,7796,1669,2,9223.871,3381
11/01/73,53866.0,914,162,70,1821,1180,35,220.0,28.663,150,6008,2203,2617,1756,473,2210,36.773,474,6267,1297,2,9160.967,3395
12/01/73,54277.0,893,162,70,1825,1450,35,240.0,28.663,150,6070,2215,2558,1759,473,2266,3.975,456,6614,1171,2,9063.226,3340
01/01/74,55474.0,1046,169,69,1676,1165,61,240.0,84.117,202,6100,1994,2839,2007,497,2194,2.018,517,7513,1388,2,8933.871,3284
02/01/74,55943.0,1067,169,68,1675,1165,61,240.0,84.117,202,6154,1975,2850,1921,497,2194,25.221,516,7796,1511,2,9142.214,3230
03/01/74,56375.0,1067,169,67,1709,1165,61,250.0,115.662,202,6122,1986,2842,1859,533,2299,17.15,517,8131,1736,2,8965.387,3189
04/01/74,57110.0,1089,169,66,1644,1165,61,255.0,105.147,202,6172,2164,2837,1713,543,2284,13.115,518,8654,1854,2,8953.967,3053
05/01/74,57279.0,1089,169,65,1573,1219,61,240.0,157.72,202,6179,1753,2846,1926,543,2259,30.265,518,9014,1856,2,8910.581,2939
06/01/74,56858.0,1035,169,66,1528,1219,61,240.0,168.235,202,6060,1851,2870,1753,589,2345,38.336,519,8885,1821,2,8780.233,2953
07/01/74,55765.0,980,169,66,1522,1219,61,100.0,168.235,202,6061,1905,2287,1564,615,2205,47.416,519,8783,1933,2,8780.129,2949
08/01/74,54302.0,1035,169,65,1493,1219,61,120.0,178.75,202,5953,1938,2069,1258,594,2308,47.416,515,8275,1779,2,8698.871,2868
09/01/74,54841.0,980,169,66,1467,1219,61,125.0,180.853,202,5833,1871,2226,1309,594,2321,50.442,514,8763,1704,2,8442.933,2778
10/01/74,55013.0,980,169,67,1451,1625,61,105.0,184.007,202,5717,1991,2061,1056,615,2334,44.389,524,9052,1489,2,8611.258,2818
11/01/74,55088.0,871,169,66,1334,1625,61,70.0,184.007,202,6012,1921,2547,949,615,2247,57.504,518,8812,1530,2,8568.8,2826
12/01/74,54596.0,871,169,66,1544,1761,61,145.0,184.007,202,5912,2301,2321,963,615,2071,46.407,518,8053,1536,2,8526.516,2841
01/01/75,52420.0,786,165,66,1558,1335,37,140.0,191.604,223,5544,2066,2030,956,660,1991,23.976,512,7839,1088,1,8454.968,2747
02/01/75,51408.0,786,165,65,1469,1335,37,178.0,191.604,223,5900,1941,2155,894,671,1807,76.924,500,6754,1007,1,8591.143,2565
03/01/75,51326.0,1010,165,68,1352,1335,37,25.0,191.604,223,5513,2093,2321,928,673,1718,122.879,428,6550,1424,1,8493.452,2535
04/01/75,50946.0,1010,165,62,1197,1335,37,208.0,191.604,223,5456,2414,2143,1071,673,1535,149.852,515,5917,1660,1,8456.6,2490
05/01/75,51181.0,898,165,62,1197,1335,37,143.0,208.027,223,5094,2364,1924,1271,693,1551,149.852,469,6989,1678,1,8378.774,2394
06/01/75,52475.0,1010,165,62,1468,1335,37,140.0,208.027,223,5126,2261,2222,1494,732,1621,218.784,329,6818,1897,7,8420.8,2439
07/01/75,53856.0,1010,165,62,1468,1591,37,145.0,251.822,223,5437,2377,2106,2067,781,1631,255.748,261,6980,2023,12,8335.742,2336
08/01/75,55017.0,1010,165,59,1472,1591,37,193.0,254.012,223,5508,2390,1956,2061,686,1760,218.784,411,8208,1829,15,8248.774,2285
09/01/75,56741.0,1010,165,59,1527,1591,37,186.0,251.822,223,6104,2541,2708,1763,703,1926,300.704,279,8407,1834,9,8279.633,2316
10/01/75,51389.0,1010,165,58,1434,1694,37,181.0,251.822,223,4730,2485,1579,1625,712,1914,261.742,393,5869,1632,10,8324.419,2244
11/01/75,53192.0,1122,165,57,1451,1694,37,204.0,295.617,223,4995,2120,1785,1760,732,1956,229.773,554,6947,2010,12,8277.867,2045
12/01/75,53916.0,1122,165,57,1571,1694,37,192.0,328.464,223,4854,2070,2099,1818,742,1986,252.751,608,7585,1845,71,8253.548,1771
01/01/76,53133.0,1071,108,58,1288,1667,39,175.0,325.237,223,4940,2044,1806,1748,774,1996,263.933,496,7464,1902,117,8231.774,1675
02/01/76,54565.0,1071,108,59,1217,1516,39,185.0,304.91,223,5018,2245,2004,1829,774,2067,278.929,482,7969,1902,117,8231.207,2002
03/01/76,55927.0,1071,108,59,1203,1541,39,215.0,320.156,223,5744,2413,1758,1853,774,2015,267.932,508,8365,1872,127,8232.194,2289
04/01/76,54905.0,1071,108,60,1117,1667,39,200.0,320.156,223,5502,1609,1888,1921,785,2061,195.95,496,8270,1873,142,8077.0,2401
05/01/76,55140.0,1071,108,61,1328,1667,39,205.0,320.156,223,5600,1385,1642,1958,805,2079,168.957,507,8450,1874,188,8124.516,2410
06/01/76,56950.0,1071,108,61,1451,1667,39,115.0,320.156,223,6102,2011,1848,1981,852,2092,281.928,505,8526,1944,203,8094.433,2371
07/01/76,57293.0,1017,108,60,1259,1667,39,115.0,330.319,223,5576,2402,1851,1989,857,2046,318.919,502,8971,1947,259,8127.161,2481
08/01/76,57699.0,1017,108,59,1244,1667,39,200.0,335.401,223,5823,2681,1897,2013,857,1934,324.917,528,8738,1962,259,8110.613,2447
09/01/76,58596.0,1017,108,60,1262,1667,39,215.0,345.565,223,6461,2681,2378,2008,857,2044,309.921,466,8323,1979,307,8149.633,2429
10/01/76,60391.0,1071,108,62,1360,1768,39,200.0,345.565,223,6507,2904,2652,1987,878,2110,348.911,474,9236,2024,330,8063.29,2364
11/01/76,60955.0,1178,108,62,1347,1768,39,215.0,345.565,223,6677,3239,2691,1885,878,2177,239.939,489,9394,1954,406,8079.6,2264
12/01/76,62462.0,1178,108,62,1683,1768,39,210.0,345.565,223,6630,3351,3325,2020,878,2187,344.912,510,9185,1998,482,8060.613,2388
01/01/77,56833.0,1230,194,57,1289,1841,33,219.698,348.088,222,5059,2000,1480,2038,886,2193,346.356,460,8609,1924,532,7854.129,2380
02/01/77,60649.0,1230,194,58,1348,1841,33,209.725,348.088,222,6052,2631,2015,2072,935,2192,336.346,407,9634,2038,643,8138.929,2332
03/01/77,61144.0,1195,194,57,1329,1841,33,159.862,382.897,222,6275,2421,1981,2068,935,2254,319.328,496,9890,2003,720,8089.613,2367
04/01/77,60186.0,1230,194,56,1223,1841,33,179.807,421.684,222,5412,2210,2046,2129,955,2254,237.244,431,10198,2058,718,8144.9,2180
05/01/77,58262.0,1118,194,56,1312,1841,33,179.807,432.624,222,5741,2316,1488,2138,965,2206,146.15,390,8507,2044,836,8074.742,2125
06/01/77,59158.0,1118,194,57,1411,1841,33,199.752,442.569,222,5104,2316,1660,2093,985,2096,205.211,415,9634,2034,827,8101.933,2230
07/01/77,58028.0,1006,194,56,1162,1852,33,154.875,442.569,222,4713,2105,1603,1896,983,2061,219.225,398,9839,2040,768,8104.645,2209
08/01/77,58854.0,1006,194,55,1325,1852,33,189.78,442.569,222,5660,2105,1846,2120,994,2016,273.281,512,8711,1927,821,8306.774,2284
09/01/77,60089.0,1006,194,54,1244,1894,33,149.889,434.613,222,5972,2526,2397,2044,1001,2023,263.27,332,8711,1994,849,8479.733,2366
10/01/77,59961.0,1230,194,54,1242,1947,33,179.807,424.667,222,5531,2526,1921,2115,1018,1946,303.312,530,8711,2016,840,8573.419,2350
11/01/77,61113.0,1230,194,56,1431,1947,33,179.807,427.651,222,6086,2526,2466,2075,1044,1915,321.33,486,8968,1928,806,8579.267,2074
12/01/77,62350.0,1230,194,56,1541,1947,33,199.752,427.651,222,6385,2526,2751,1972,1068,1872,391.402,476,9583,1987,851,8487.0,1965
01/01/78,56705.0,1125,131,54,1254,2009,33,175.0,440.946,209,5327,2047,1757,1761,1108,1620,392.214,456,7828,1733,885,8359.677,1802
02/01/78,58208.0,1125,131,53,1338,2009,33,169.0,450.968,209,5567,2437,1774,1802,1121,1549,382.209,483,8446,1878,945,8376.571,1640
03/01/78,58717.0,1125,131,53,1333,2009,33,192.0,476.022,209,5639,2437,2181,1884,1101,1505,357.195,428,7725,1854,874,8720.129,2085
04/01/78,59610.0,1125,131,52,1124,2064,33,227.0,481.033,209,5648,2437,2033,1877,1140,1862,365.199,515,8034,1761,981,8817.533,2251
05/01/78,58596.0,1125,131,51,1179,2064,33,205.0,481.033,209,5742,2340,1890,1924,1152,1702,344.188,381,7313,1876,1108,8825.258,2038
06/01/78,59981.0,1125,131,50,1524,2064,33,203.0,481.033,209,5801,2340,1984,1991,1169,1975,269.147,456,7519,1848,1114,8832.467,2372
07/01/78,59555.0,1125,131,49,1160,2064,33,227.0,501.076,209,5842,2340,1978,2094,1207,1893,358.196,486,7416,1834,1092,8756.194,2309
08/01/78,60357.0,1378,131,51,1283,2064,33,180.0,501.076,209,5846,2583,2394,2024,1241,2038,376.206,547,7107,1839,1104,8758.129,2206
09/01/78,62477.0,1378,131,51,1238,2118,33,205.0,501.076,209,6093,2827,2637,2014,1269,2086,366.2,517,8343,1834,1088,8800.333,2275
10/01/78,62906.0,1378,131,51,1363,2172,33,207.0,501.076,209,5528,2924,2091,2046,1299,2091,351.192,510,9270,1840,1156,8820.0,2328
11/01/78,63054.0,1378,131,51,1490,2172,33,225.0,501.076,209,3517,3022,2682,2171,1327,2252,355.194,477,10249,1832,1282,8741.1,2272
12/01/78,61691.0,1378,131,50,1512,2172,33,205.0,501.076,209,2387,3022,2163,2194,1368,2176,355.194,588,10403,1844,1350,8661.548,2367
01/01/79,60148.0,1223,147,49,1437,2093,57,235.0,522.398,203,729,3325,2616,2125,1395,2423,364.46,556,9789,1832,1499,8474.71,2342
02/01/79,60473.0,1362,147,49,1559,2093,57,225.0,522.398,203,729,3325,2616,2165,1395,2423,364.46,556,9789,1830,1499,8525.357,2342
03/01/79,61633.0,1362,147,49,1544,2093,57,225.0,522.398,203,2448,3325,2275,2174,1399,2430,357.47,369,9789,1819,1334,8601.129,2422
04/01/79,62870.0,1362,147,49,1499,2143,57,215.0,518.219,203,4167,3325,2559,2090,1395,2411,392.418,544,8758,1748,1453,8553.1,2380
05/01/79,62667.0,1362,147,49,1451,2093,57,220.0,505.681,203,4063,3325,2616,2056,1400,2445,377.441,544,8758,1859,1636,8601.0,2377
06/01/79,62919.0,1362,147,49,1516,2093,57,220.0,506.726,203,4063,3527,2616,2049,1411,2395,355.473,458,8758,1860,1736,8431.633,2246
07/01/79,63552.0,1112,147,49,1507,2093,57,175.0,506.726,203,3958,3527,2587,2053,1436,2346,375.444,521,9789,1836,1699,8363.806,2326
08/01/79,63425.0,1112,147,49,1438,2093,57,215.0,511.95,203,3646,3527,2559,2021,1452,2326,414.386,535,9789,1831,1629,8547.774,2324
09/01/79,63183.0,1112,147,49,1478,2093,57,215.0,522.398,203,3646,3527,2502,2061,1471,2112,475.296,455,9789,1838,1667,8523.1,2358
10/01/79,63629.0,1112,147,49,1534,2192,57,215.0,522.398,203,3958,3527,2445,2063,1509,2026,356.472,490,9789,1784,1609,8621.161,2354
11/01/79,63954.0,1112,147,49,1513,2192,57,210.0,564.19,203,3438,3728,2388,2130,1615,2146,499.26,528,9789,1866,1514,8760.6,2389
12/01/79,63490.0,1112,147,50,1532,2192,57,200.0,574.638,203,3021,3728,2235,2124,1652,2147,503.254,544,9789,1874,1538,8614.516,2407
01/01/80,62348.011,1306,150,51,1507,2095,65,215.0,551.0,175,2605,3336,2216,2103,1721,2147,532.0,502,9767,1740,1609,8675.0,2281
02/01/80,62715.757,1306,150,50,1491,2095,65,210.0,581.0,175,2832,3336,2440,2103,1723,2147,570.0,457,9767,1737,1660,8705.0,2206
03/01/80,61647.494,1306,150,50,1513,2095,65,175.0,597.0,175,2265,3336,2122,2003,1829,2153,516.0,498,9767,1697,1686,8698.0,1989
04/01/80,60391.36,1088,150,50,1383,2095,65,230.0,599.0,175,2039,3336,1541,1752,1887,2186,497.0,498,9767,1706,1552,8685.0,2052
05/01/80,59778.782,1088,150,50,1468,2095,65,210.0,599.0,175,1472,3336,1480,1702,1910,2138,513.0,477,9767,1762,1627,8635.0,2047
06/01/80,60008.624,1088,150,50,1522,2095,65,210.0,599.0,175,1699,3336,1579,1702,1906,2192,509.0,441,9767,1746,1597,8554.0,2060
07/01/80,59608.899,980,150,50,1502,2145,65,205.0,599.0,175,1699,3240,1335,1682,2014,2098,246.0,460,9767,1710,1587,8547.0,2171
08/01/80,59446.012,980,150,45,1472,2145,65,220.0,574.0,175,1472,3240,1374,1692,1999,2047,502.0,468,9767,1665,1535,8414.0,2211
09/01/80,58297.803,980,150,45,1385,2145,65,165.0,574.0,175,1246,2764,1258,1682,2124,1598,461.0,461,9767,1671,1541,8619.0,2191
10/01/80,55842.496,1088,150,46,1271,2120,65,210.0,604.0,175,510,143,1318,1667,2182,1877,487.0,440,10199,1671,1574,8532.0,2228
11/01/80,56668.926,1088,150,46,1388,2120,65,205.0,624.0,175,793,286,1438,1682,1901,2059,494.0,475,10414,1695,1734,8495.0,2231
12/01/80,58047.975,980,150,46,1322,2120,65,195.0,634.0,175,1359,524,1797,1682,2027,2016,509.0,483,10281,1706,1762,8606.0,2351
01/01/81,57891.773,1111,130,47,1391,2020,83,215.0,580.0,151,1243,436,1837,1652,2220,2092,505.0,507,10180,1579,1755,8540.0,2214
02/01/81,58156.649,1111,130,46,1390,2020,83,225.0,580.0,151,1554,763,1550,1704,2121,1943,509.0,482,10180,1564,1797,8604.0,2189
03/01/81,58809.342,1111,130,46,1282,2020,83,220.0,625.0,151,1864,1046,1515,1642,2367,1868,492.0,507,9976,1568,1887,8613.0,2229
04/01/81,57803.815,1049,130,47,1329,2020,83,200.0,595.0,151,1657,872,959,1652,2539,1623,483.0,513,10180,1619,1864,8557.0,2194
05/01/81,56994.195,1049,130,47,1250,2020,83,200.0,570.0,151,1657,1019,1019,1446,2546,1293,527.0,436,10180,1486,1727,8501.0,2169
06/01/81,56310.517,987,130,47,1233,2020,83,210.0,560.0,151,1450,1090,1079,1136,2559,1350,560.0,342,10180,1397,1765,8629.0,1985
07/01/81,55016.126,987,130,44,1272,2010,83,200.0,555.0,151,1450,981,1234,723,2098,773,521.0,378,10282,1377,1750,8500.0,1755
08/01/81,54079.566,987,130,44,1233,2010,83,220.0,590.0,151,1243,1090,755,620,2262,707,321.0,295,10384,1443,1759,8583.0,1955
09/01/81,54190.514,925,130,44,1267,2010,83,215.0,635.0,151,1243,1090,809,620,2479,1061,445.0,363,9264,1426,1828,8604.0,2092
10/01/81,54556.342,925,130,47,1119,2000,83,220.0,635.0,151,932,1090,959,723,2489,1250,377.0,363,9671,1440,1847,8563.0,1975
11/01/81,53982.612,925,130,47,1281,2000,83,210.0,625.0,151,1036,1199,929,774,2091,1460,501.0,340,8653,1331,1842,8586.0,2224
12/01/81,54949.157,864,130,47,1379,2000,83,200.0,630.0,151,1243,1308,875,1033,1982,1820,459.0,342,8653,1463,1913,8585.0,2254
01/01/82,54696.333,916,122,46,1252,2045,89,200.0,650.0,156,1219,1439,864,860,2314,1745,519.0,402,8659,1407,1907,8509.0,1989
02/01/82,54057.656,916,122,46,1309,2045,89,210.0,650.0,156,1108,1550,864,669,2552,1406,506.0,374,8353,1399,1895,8702.0,1734
03/01/82,52235.578,844,122,45,1214,2045,89,215.0,650.0,156,1330,1218,741,669,2544,937,507.0,309,7335,1378,1969,8667.0,1834
04/01/82,50937.234,903,122,45,955,2045,89,190.0,662.0,156,1663,886,679,765,2780,884,527.0,231,6621,1246,2100,8591.0,1533
05/01/82,51782.807,942,122,45,1171,2045,89,200.0,662.0,156,2217,886,741,860,2713,1314,474.0,321,6010,1197,2081,8683.0,1503
06/01/82,53723.825,982,122,44,1341,2045,89,210.0,662.0,156,2438,886,803,1147,2790,1656,446.0,407,6621,1228,2060,8646.0,1513
07/01/82,53304.037,982,122,44,1265,2045,89,220.0,672.0,156,2438,886,864,1243,2788,1265,487.0,274,6316,1228,2087,8658.0,1844
08/01/82,53226.077,903,122,43,1332,2045,89,215.0,667.0,156,2549,886,988,1243,2793,1111,494.0,340,6010,1228,2045,8634.0,1964
09/01/82,53081.15,1047,122,43,1287,2045,89,215.0,657.0,156,2549,886,864,1434,2830,1170,439.0,286,5603,1228,2149,8701.0,1994
10/01/82,54797.282,1178,122,42,1340,2045,89,220.0,677.0,156,2771,886,864,1625,2900,1489,396.0,380,5603,1228,2181,8701.0,2165
11/01/82,55385.984,1178,122,42,1456,2045,89,220.0,702.0,156,3103,886,864,1625,2939,1361,548.0,309,5603,1228,2143,8697.0,2305
12/01/82,54251.558,1047,122,42,1334,2045,89,215.0,727.0,156,3103,886,741,1625,3027,1209,567.0,327,5195,1017,2153,8598.0,2338
01/01/83,52762.757,998,123,42,1205,2085,87,215.0,731.0,157,2716,850,780,1130,2983,880,542.0,255,4950,1062,2135,8697.0,2098
02/01/83,49812.05,849,153,42,1333,2110,87,230.0,741.0,157,2414,850,895,925,2298,675,625.0,200,3510,1062,2315,8758.0,1791
03/01/83,50735.958,849,163,42,1366,2110,87,230.0,741.0,157,2213,900,965,925,2418,905,615.0,170,3910,1037,2265,8700.0,2093
04/01/83,50958.936,998,164,42,1234,2120,87,230.0,756.0,157,2012,950,880,1030,2673,1150,605.0,260,3930,1147,2170,8776.0,1726
05/01/83,52658.767,849,164,42,1293,2120,87,230.0,756.0,157,2313,1000,1030,1130,2798,1625,605.0,275,4725,1177,2235,8631.0,1695
06/01/83,52868.746,998,189,42,1475,2120,87,225.0,771.0,157,2514,1000,920,1130,2778,1535,631.0,300,4620,1182,2045,8667.0,1700
07/01/83,54651.57,998,189,42,1450,2120,87,235.0,696.0,157,2816,1050,1086,1130,2688,1710,657.0,300,5536,1177,2280,8636.0,1705
08/01/83,54498.585,998,189,42,1392,2130,87,250.0,709.0,157,2514,1100,1181,1130,2778,1300,566.0,265,5931,1187,2290,8679.0,1741
09/01/83,55152.519,998,189,42,1406,2130,87,250.0,711.0,157,2716,1050,1376,1180,2738,1220,595.0,310,6026,1187,2385,8784.0,1736
10/01/83,54891.545,998,190,42,1362,2130,87,250.0,716.0,157,2414,1100,1305,1180,2663,1290,639.0,320,6005,1167,2355,8771.0,1750
11/01/83,55259.509,998,205,42,1387,2130,87,250.0,691.0,157,2313,1150,1265,1180,2733,1245,643.0,460,5915,1197,2490,8770.0,1781
12/01/83,54454.589,998,205,42,1372,2130,87,250.0,711.0,157,2313,1050,1075,1180,2693,1310,656.0,420,5825,1197,2530,8397.0,1786
01/01/84,54571.0,606,204,42,1503,2292,117,244.0,788.0,146,2100,1100,920,1150,2614,1350,691.0,441,5100,1281,2520,8867.806,1710
02/01/84,54571.0,606,204,42,1578,2292,117,244.0,788.0,146,2400,950,920,1100,2703,1543,641.0,317,4900,1251,2590,8874.379,1710
03/01/84,54190.0,606,204,42,1608,2292,117,244.0,788.0,156,2300,1100,920,1100,2657,1453,636.0,438,4600,1286,2470,8671.903,1725
04/01/84,54780.0,688,204,42,1563,2292,117,244.0,798.0,146,2300,1100,920,1100,2646,1353,671.0,366,5000,1296,2470,8862.4,1710
05/01/84,54231.0,688,204,42,1548,2292,117,254.0,798.0,151,1800,1200,870,1100,2784,1193,671.0,424,4800,1231,2440,8955.355,1710
06/01/84,55441.0,688,204,42,1603,2292,117,264.0,798.0,156,2300,1200,990,1100,2823,1293,671.0,509,5250,1256,2340,8852.333,1710
07/01/84,54532.0,688,204,42,1648,2292,117,264.0,818.0,161,2500,1200,920,1000,2791,1137,681.0,416,4500,1211,2440,8884.903,1770
08/01/84,53074.0,688,204,42,1568,2292,117,264.0,818.0,161,1800,1300,920,1100,2625,1143,711.0,439,4200,1041,2290,8809.387,1714
09/01/84,53402.0,688,204,42,1463,2292,117,264.0,838.0,166,1900,1300,920,1000,2653,1449,731.0,468,3700,1116,2420,8993.267,1710
10/01/84,53829.0,606,204,42,1593,2292,117,264.0,853.0,171,2100,1150,970,1100,2619,1514,783.0,407,3900,1166,2590,8905.645,1700
11/01/84,53888.0,606,204,42,1593,2292,117,264.0,863.0,171,2400,1270,920,1050,2646,1549,798.0,296,3800,1096,2580,8978.567,1700
12/01/84,53594.0,606,204,42,1578,2292,117,264.0,863.0,171,2200,1300,920,1050,2646,1690,801.0,296,3600,1238,2610,8896.677,1700
01/01/85,52576.0,1035,210,42,1584,2475,120,262.0,890.0,172,1943,1250,1118,1000,2645,1423,701.0,270,3510,1100,2755,8740.0,1673
02/01/85,54053.0,1065,210,41,1630,2475,120,273.0,925.0,172,2148,1250,1133,1000,2695,1718,691.0,290,4025,1160,2625,9025.0,1678
03/01/85,54341.0,1111,210,42,1684,2475,120,283.0,935.0,172,2250,1200,1092,1000,2820,1728,740.0,315,3835,1215,2575,9095.0,1683
04/01/85,53898.0,1050,230,43,1583,2505,120,283.0,915.0,172,2352,1370,977,1000,2835,1626,750.0,260,3470,1215,2610,9043.0,1678
05/01/85,52518.0,1050,230,43,1635,2505,120,283.0,855.0,172,2046,1300,946,1100,2800,1474,750.0,290,2590,1160,2520,9132.0,1688
06/01/85,51066.0,965,205,42,1631,2505,120,252.0,855.0,172,2250,1370,926,980,2565,1118,637.0,300,2420,1100,2430,9022.0,1673
07/01/85,52016.0,965,220,42,1648,2515,120,283.0,890.0,172,2250,1450,946,910,2630,1016,808.0,320,2740,1155,2365,8949.0,1673
08/01/85,51879.0,965,240,44,1615,2515,120,283.0,905.0,172,2454,1400,946,910,2805,1220,789.0,320,2340,1200,2195,8803.0,1673
09/01/85,53790.0,1045,240,41,1616,2515,120,293.0,900.0,172,2250,1600,987,1100,2825,1474,833.0,295,2980,1285,2575,8954.0,1673
10/01/85,55449.0,1045,260,44,1653,2525,120,293.0,860.0,172,2352,1650,1062,1200,2760,1728,843.0,320,3910,1255,2645,8970.0,1673
11/01/85,55978.0,1095,280,41,1703,2525,120,293.0,860.0,172,2250,1700,1057,1200,2805,1789,892.0,300,4200,1250,2655,8902.0,1678
12/01/85,56199.0,1045,240,44,1685,2525,120,293.0,860.0,172,2454,1650,1087,1300,2750,1646,831.0,335,4680,1225,2420,9030.0,1683
01/01/86,55379.0,1072,262,45,1634,2576,119,305.0,850.0,166,2275,1650,1115,1100,2515,1197,822.0,333,4310,1179,2656,9137.0,1730
02/01/86,55363.0,1072,262,43,1516,2576,119,305.0,850.0,166,2166,1650,1315,900,2129,1397,837.0,301,4551,1369,2715,9173.0,1730
03/01/86,54824.0,1072,272,42,1488,2576,119,315.0,790.0,166,1950,1650,1516,900,2225,1597,861.0,324,3972,1321,2700,9013.0,1730
04/01/86,54867.0,1072,272,41,1594,2576,119,320.0,790.0,166,2166,1500,1521,900,2365,1697,324.0,167,4556,1274,2571,8864.0,1730
05/01/86,56062.0,1072,282,43,1650,2576,119,320.0,835.0,166,2275,1710,1511,1100,2535,1597,813.0,333,4208,1416,2536,8838.0,1730
06/01/86,56852.0,1072,287,42,1769,2576,119,320.0,745.0,166,2275,1800,1651,1200,2555,1536,832.0,398,5068,1511,2190,8623.0,1755
07/01/86,57990.0,1072,292,41,1759,2576,119,320.0,595.0,166,2220,1800,1806,1150,2545,1552,909.0,371,5700,1511,2599,8660.0,1770
08/01/86,58718.0,1072,292,44,1727,2576,119,280.0,770.0,166,1841,1800,1734,1150,2575,1761,909.0,371,6209,1539,2589,8374.0,2115
