date,World,Algeria,Angola,Bahrain,Canada,China,Congo-Brazzaville,Ecuador,Egypt,Gabon,Iran,Iraq,Kuwait,Libya,Mexico,Nigeria,Norway,Qatar,Saudi Arabia,United Arab Emirates,United Kingdom,United States,Venezuela
09/01/86,54733.0,1072,287,47,1694,2641,119,235.0,905.0,166,1625,1800,1118,990,2380,1297,856.0,259,4651,1274,2549,8328.0,1760
10/01/86,55042.0,1072,292,47,1747,2641,119,230.0,790.0,166,1625,1800,1130,1000,2330,1322,909.0,278,4855,1283,2564,8419.0,1750
11/01/86,55895.0,1072,292,46,1647,2776,119,285.0,925.0,166,1841,1605,1350,1000,2460,1322,992.0,278,5164,1132,2467,8412.0,1780
12/01/86,56113.0,1072,292,46,1673,2776,119,285.0,920.0,166,2166,1510,1250,1000,2575,1322,1021.0,278,5164,1151,2338,8352.0,1855
01/01/87,55477.0,1032,304,42,1692,2690,123,274.0,899.0,155,2463,1650,1456,950,2518,1291,1057.0,275,4004,1235,2565,8480.0,1671
02/01/87,54751.0,1032,319,42,1680,2690,123,264.0,885.0,155,2368,1670,1357,950,2548,1191,1000.0,241,3868,1215,2497,8389.0,1671
03/01/87,54022.0,1032,309,42,1676,2690,123,46.0,848.0,155,2368,1700,1287,850,2528,1281,978.0,193,3300,1195,2445,8464.0,1807
04/01/87,54610.0,1032,309,41,1634,2690,123,0.0,923.0,155,2179,1900,1310,925,2538,1183,1031.0,145,4030,1235,2465,8498.0,1701
05/01/87,55381.0,1032,350,44,1709,2690,123,41.0,913.0,155,2463,1900,1269,930,2563,1348,1020.0,270,4197,1265,2464,8336.0,1726
06/01/87,55200.0,1032,365,43,1802,2690,123,41.0,898.0,155,2368,2000,1374,950,2538,1413,852.0,338,4238,1435,1881,8279.0,1766
07/01/87,57665.0,1110,360,45,1810,2690,123,51.0,923.0,155,2368,1950,2063,1100,2528,1413,1007.0,434,4602,1605,2416,8251.0,1887
08/01/87,58390.0,1110,360,41,1834,2690,123,183.0,898.0,155,2558,2200,2063,1200,2553,1401,804.0,405,4755,1855,2382,8210.0,1796
09/01/87,57787.0,1110,371,42,1680,2690,123,253.0,898.0,155,1989,2300,2026,900,2568,1351,1031.0,319,4653,1995,2387,8205.0,1746
10/01/87,58012.0,1110,386,44,1661,2690,123,314.0,898.0,155,2273,2500,1601,1000,2563,1401,1007.0,309,4638,1895,2430,8364.0,1751
11/01/87,57541.0,1110,437,41,1677,2690,123,314.0,873.0,155,2084,2550,1619,950,2568,1451,1021.0,290,4248,1895,2460,8397.0,1746
12/01/87,57612.0,1110,448,42,1724,2690,123,314.0,898.0,155,2084,2600,1572,950,2568,1351,983.0,290,4612,1645,2474,8318.0,1746
01/01/88,56755.0,1025,439,43,1644,2712,144,293.0,895.0,159,2082,2588,1373,1147,2566,1360,1115.0,363,4155,1174,2524,8250.0,1853
02/01/88,56884.0,1045,448,42,1793,2712,144,303.0,845.0,159,1983,2639,1239,1147,2536,1410,1110.0,427,4322,1028,2519,8374.0,1853
03/01/88,57284.0,1005,451,43,1848,2712,144,303.0,855.0,159,2082,2689,1244,1147,2521,1360,1148.0,318,4332,1223,2519,8374.0,1853
04/01/88,57635.0,1035,451,44,1753,2712,144,303.0,845.0,159,2181,2689,1342,1086,2496,1415,1164.0,318,4470,1389,2509,8288.0,1853
05/01/88,57259.0,1035,451,44,1825,2692,144,303.0,825.0,159,2181,2639,1249,1147,2531,1465,1100.0,318,4484,1369,2367,8229.0,1853
06/01/88,57022.0,1035,451,44,1814,2692,144,303.0,845.0,159,2082,2740,1456,1147,2536,1465,876.0,323,4582,1369,2003,8170.0,1853
07/01/88,57327.0,1035,451,43,1878,2692,144,303.0,845.0,159,2280,2639,1420,1147,2536,1410,1139.0,323,4641,1394,2087,8040.0,1853
08/01/88,58457.0,1035,451,43,1871,2697,144,303.0,845.0,159,2280,2639,1621,1147,2536,1460,1022.0,323,5177,1857,2052,8079.0,1853
09/01/88,58944.0,1035,451,44,1798,2767,144,303.0,840.0,159,2380,2740,1714,1203,2291,1515,1169.0,323,5314,1915,2077,7895.0,1928
10/01/88,60523.0,1075,460,45,1867,2792,144,303.0,845.0,159,2380,2740,1704,1259,2536,1515,1188.0,373,6336,1949,2033,8023.0,1928
11/01/88,61008.0,1075,460,44,1881,2792,144,303.0,845.0,159,2479,2740,1807,1259,2516,1465,1124.0,373,6532,2047,2057,8023.0,2078
12/01/88,61238.0,1105,460,44,1827,2792,144,303.0,845.0,159,2479,2740,1725,1259,2536,1560,1197.0,373,6655,2047,2047,7942.0,2078
01/01/89,58396.0,1095,451,43,1773,2787,164,302.0,876.0,208,2748,2720,1237,1102,2538,1474,1404.0,389,4918,1647,1829,7937.0,1862
02/01/89,57918.0,1095,451,43,1771,2787,164,272.0,876.0,208,2797,2720,1336,1102,2507,1474,1315.0,408,4673,1566,1779,7788.0,1862
03/01/89,58335.0,1095,451,44,1699,2787,164,272.0,845.0,208,3141,2720,1375,1102,2548,1626,1508.0,330,4515,1590,1824,7575.0,1862
04/01/89,58777.0,1095,446,43,1765,2687,164,272.0,860.0,208,2846,2823,1677,1154,2533,1677,1551.0,321,4914,1618,1723,7772.0,1862
05/01/89,58636.0,1095,446,43,1811,2697,164,243.0,860.0,208,2454,2823,1984,1154,2533,1677,1528.0,398,5022,1618,1567,7816.0,1862
06/01/89,58724.0,1095,456,43,1837,2697,164,272.0,865.0,208,2748,2772,2083,1154,2533,1778,1406.0,408,4825,1875,1377,7624.0,1913
07/01/89,59189.0,1116,446,43,1708,2737,164,272.0,860.0,208,2748,2926,1885,1154,2528,1879,1470.0,389,4923,1823,1767,7444.0,1875
08/01/89,60005.0,1116,456,38,1724,2767,164,292.0,871.0,208,2945,3080,1885,1154,2528,1778,1556.0,389,5022,1861,1854,7544.0,1926
09/01/89,60142.0,1116,466,42,1813,2801,164,292.0,865.0,208,2797,2977,1885,1154,2462,1778,1445.0,389,5219,2046,1965,7548.0,1926
10/01/89,60582.0,1116,471,41,1736,2826,164,292.0,865.0,208,2896,3080,1885,1154,2523,1677,1560.0,389,5317,2141,2061,7453.0,1977
11/01/89,61437.0,1116,456,43,1839,2767,164,282.0,865.0,208,2748,3028,2073,1207,2523,1879,1607.0,369,5701,2236,1980,7536.0,1977
12/01/89,61060.0,1116,461,43,1712,2742,164,282.0,871.0,208,2846,3080,2068,1207,2482,1879,1429.0,384,5696,2283,1890,7337.0,1977
01/01/90,60749.0,1165,458,43,1602,2805,165,280.0,858.0,253,2700,2946,2003,1222,2520,1731,1570.0,390,5537,2052,1918,7546.0,1990
02/01/90,61006.0,1165,473,41,1634,2785,165,280.0,858.0,263,3000,2946,2003,1375,2520,1731,1581.0,401,5636,2027,1818,7497.0,2140
03/01/90,61832.0,1165,473,41,1840,2755,165,280.0,868.0,273,3000,2946,2184,1324,2510,1731,1625.0,422,5765,2052,1943,7433.0,2040
04/01/90,61465.0,1165,473,41,1797,2755,165,280.0,858.0,273,2900,2997,1958,1273,2510,1830,1635.0,422,5888,2097,1923,7407.0,2040
05/01/90,60855.0,1165,473,41,1748,2755,165,280.0,848.0,244,3200,3150,1958,1273,2485,1731,1665.0,385,5394,2107,1893,7328.0,2040
06/01/90,60059.0,1165,478,42,1702,2765,165,280.0,873.0,263,3100,3251,1762,1273,2465,1731,1497.0,385,5398,2047,1838,7106.0,2040
07/01/90,60169.0,1165,478,41,1773,2725,165,280.0,878.0,263,3050,3454,1858,1273,2485,1731,1452.0,390,5394,2047,1750,7173.0,2040
08/01/90,56545.0,1165,478,42,1777,2760,165,300.0,878.0,263,3300,1016,100,1426,2535,1830,1427.0,422,5789,1648,1630,7287.0,2090
09/01/90,59067.0,1195,488,42,1766,2820,165,290.0,888.0,273,3300,508,100,1426,2626,1880,1621.0,422,7660,2197,1760,7224.0,2290
10/01/90,59437.0,1215,473,43,1856,2785,165,290.0,888.0,287,3000,457,75,1579,2646,1929,1839.0,422,7729,2307,1865,7542.0,2275
11/01/90,60271.0,1215,478,42,1812,2810,165,290.0,888.0,292,3200,432,75,1528,2666,1929,1883.0,422,8224,2372,1827,7387.0,2320
12/01/90,60522.0,1215,473,42,1819,2770,165,290.0,888.0,292,3300,432,75,1528,2666,1929,1764.0,390,8481,2447,1677,7338.0,2340
01/01/91,60336.0,1170,493,40,1775,2822,156,298.0,882.0,313,3179,256,51,1500,2664,1906,1875.0,366,8075,2448,1675,7500.0,2396
02/01/91,60020.0,1170,503,38,1857,2832,156,303.0,880.0,313,3278,0,0,1500,2678,1906,1873.0,407,8134,2472,1904,7637.0,2396
03/01/91,60252.0,1170,503,41,1766,2827,156,303.0,885.0,287,3378,0,0,1450,2673,1906,1857.0,407,7936,2496,2068,7546.0,2396
04/01/91,58954.0,1170,503,39,1605,2832,156,303.0,876.0,287,3278,205,0,1450,2659,1906,1846.0,407,7341,2496,1526,7509.0,2346
05/01/91,58757.0,1170,503,40,1732,2832,156,282.0,871.0,287,3278,358,0,1450,2699,1906,1930.0,407,7341,2301,1396,7409.0,2346
06/01/91,58978.0,1170,503,35,1763,2842,156,282.0,871.0,287,3278,358,76,1450,2724,1858,1757.0,407,8085,2301,1525,7320.0,2346
07/01/91,59931.0,1170,493,36,1776,2842,156,303.0,871.0,287,3378,410,167,1450,2694,1858,1772.0,407,8407,2301,1805,7347.0,2346
08/01/91,59177.0,1170,493,36,1830,2842,156,303.0,871.0,287,3378,410,198,1450,2664,1906,1400.0,407,8397,2301,1827,7316.0,2346
09/01/91,60127.0,1170,493,37,1761,2837,156,303.0,871.0,287,3278,410,304,1500,2679,1906,2113.0,407,8332,2292,1896,7368.0,2346
10/01/91,60174.0,1170,503,36,1709,2837,156,303.0,871.0,298,3278,410,436,1500,2684,1809,1920.0,407,8382,2379,1990,7437.0,2396
11/01/91,60401.0,1170,503,38,1890,2842,156,303.0,871.0,298,3278,410,507,1550,2664,1906,2029.0,386,8372,2443,1975,7328.0,2396
12/01/91,60818.0,1170,503,38,1844,2837,156,303.0,871.0,298,3477,410,527,1550,2679,1930,2088.0,324,8571,2409,1979,7299.0,2446
01/01/92,59751.576,745,520,41,1594,2833,165,310.0,869.0,300,3450,420,462,1550,2650,1860,2181.0,330,8575,2428,1949,7360.576,2368
02/01/92,59615.598,750,520,41,1619,2865,165,310.0,869.0,265,3475,420,480,1550,2665,1806,2035.0,340,8525,2411,1936,7388.598,2388
03/01/92,58495.335,740,520,41,1625,2834,165,310.0,869.0,280,3380,450,599,1430,2681,1780,2138.0,360,8060,2265,1753,7348.335,2158
04/01/92,58332.507,745,530,41,1553,2854,175,315.0,869.0,290,3125,435,717,1430,2678,1831,2195.0,375,7975,2280,1831,7292.507,2178
05/01/92,58119.599,745,530,41,1508,2836,175,317.0,869.0,290,3300,400,771,1430,2659,1845,1932.0,400,8070,2264,1709,7168.599,2348
06/01/92,58019.311,745,535,41,1571,2829,175,315.0,869.0,295,3180,400,794,1460,2679,1858,2103.0,400,8125,2244,1532,7167.311,2398
07/01/92,58512.1,735,540,41,1638,2826,180,325.0,893.0,295,3300,410,870,1490,2682,1912,2135.0,425,8050,2229,1813,7131.1,2308
08/01/92,58524.788,740,540,41,1670,2814,180,320.0,893.0,295,3500,410,961,1440,2686,1939,2036.0,420,8200,2278,1864,6921.788,2273
09/01/92,59067.119,745,545,41,1594,2860,180,325.0,893.0,300,3575,425,1041,1500,2687,1947,2064.0,430,8250,2252,1865,7030.119,2398
10/01/92,59481.751,750,545,41,1602,2875,185,325.0,893.0,300,3650,450,1170,1500,2654,1914,2209.0,460,8300,2262,1957,7125.751,2403
11/01/92,59258.128,750,550,41,1645,2845,185,325.0,893.0,295,3600,450,1273,1500,2638,1931,2242.0,460,8225,2274,1949,7024.128,2433
12/01/92,59375.215,750,550,41,1556,2787,185,325.0,893.0,295,3625,450,1409,1500,2654,1962,2289.0,440,8250,2275,1956,7103.215,2358
01/01/93,59086.007,754,500,41,1568,2884,185,328.0,910.0,295,3700,450,1599,1450,2604,1919,2016.0,440,8300,2239,1827,6961.007,2360
02/01/93,59658.592,754,510,41,1582,2873,185,328.0,910.0,300,3775,450,1831,1450,2611,1954,2136.0,440,8200,2255,1948,6942.592,2370
03/01/93,58493.128,744,525,41,1626,2885,185,328.0,910.0,297,3630,450,1500,1350,2635,1918,2336.0,400,7925,2198,1704,6974.128,2260
04/01/93,58271.308,739,525,41,1611,2896,185,328.0,910.0,295,3550,450,1500,1350,2674,1815,2354.0,410,7925,2178,1695,6881.308,2260
05/01/93,58231.92,734,520,41,1597,2927,185,348.0,910.0,295,3600,450,1500,1350,2673,1862,2277.0,420,7900,2159,1747,6846.92,2260
06/01/93,57926.726,734,475,41,1723,2957,185,340.0,910.0,295,3650,450,1570,1350,2675,1804,1998.0,430,7900,2150,1672,6794.726,2260
07/01/93,58453.367,739,453,41,1699,2930,190,336.0,910.0,295,3750,450,1720,1360,2649,1867,2364.0,430,7930,2147,1960,6688.367,2275
08/01/93,58191.807,734,470,41,1766,2856,190,340.0,910.0,290,3600,450,1780,1360,2650,1865,2244.0,430,7900,2133,1978,6757.807,2275
09/01/93,58650.565,729,490,41,1738,2883,190,340.0,910.0,290,3750,530,1860,1350,2700,1965,2174.0,430,7900,2127,1984,6711.565,2275
10/01/93,59241.807,729,520,41,1731,2975,195,345.0,905.0,290,3620,530,1830,1360,2731,1892,2468.0,415,7870,2149,2212,6838.807,2360
11/01/93,59528.632,749,530,41,1682,2945,195,345.0,880.0,310,3570,535,1820,1385,2730,2013,2512.0,405,7900,2130,2263,6911.632,2365
12/01/93,59386.583,744,530,41,1694,2932,195,345.0,880.0,300,3600,540,1800,1350,2745,2043,2463.0,400,7875,2131,2333,6857.583,2345
01/01/94,60983.784,740,496,180,1685,3088,176,365.0,909.0,316,3650,520,1810,1350,2724,2086,2486.749,400,7880,2541,2429,6816.779,2350
02/01/94,60293.444,740,489,180,1720,2945,176,365.0,909.0,316,3650,510,1800,1300,2707,2066,2545.402,395,7882,2551,2375,6770.326,2400
03/01/94,60176.54,750,489,180,1738,2861,176,365.0,909.0,316,3650,510,1800,1350,2687,1964,2512.514,400,7872,2543,2415,6745.622,2400
04/01/94,59953.023,750,479,180,1677,2836,176,375.0,909.0,331,3500,510,1835,1390,2699,1913,2454.157,405,7916,2568,2476,6612.102,2400
05/01/94,60124.032,750,479,180,1715,2845,176,380.0,909.0,346,3550,510,1825,1385,2688,1947,2565.379,410,7896,2552,2417,6688.193,2420
06/01/94,60548.355,740,479,180,1748,2847,176,382.0,909.0,346,3600,510,1825,1390,2673,1938,2667.148,420,7896,2553,2466,6610.59,2420
07/01/94,60429.972,735,494,180,1805,2883,176,382.0,909.0,346,3550,530,1850,1400,2672,1840,2591.377,440,7900,2568,2394,6500.879,2440
08/01/94,59594.196,750,489,180,1804,2859,176,385.0,909.0,356,3600,530,1850,1390,2676,1460,2041.252,400,7880,2488,2446,6544.152,2475
09/01/94,60638.024,750,489,180,1820,2783,176,385.0,909.0,356,3650,530,1850,1370,2667,1855,2551.921,420,7900,2521,2571,6608.804,2490
10/01/94,61200.49,750,514,180,1744,2987,176,385.0,909.0,366,3610,550,1860,1385,2684,1975,2778.449,360,7910,2508,2537,6657.985,2505
11/01/94,61236.392,750,494,180,1780,3036,176,375.0,909.0,371,3630,550,1860,1390,2673,1892,2767.981,400,7920,2509,2670,6628.332,2510
12/01/94,61725.536,750,509,180,1793,3088,176,370.0,909.0,366,3650,550,1850,1395,2673,1880,2788.558,405,7930,2523,2744,6759.693,2505
01/01/95,61262.299,750,553,182,1800,2961,183,381.0,910.0,364,3625,550,1850,1400,2680,1903,2659.738,420,7900,2518,2621,6682.18,2569
02/01/95,61715.787,750,573,182,1773,2990,183,381.0,910.0,364,3700,550,1830,1420,2647,1884,2628.621,440,7950,2504,2701,6794.452,2633
03/01/95,61191.26,750,608,182,1750,3003,183,381.0,910.0,359,3550,550,1810,1420,2670,1792,2664.418,450,7950,2502,2678,6600.412,2697
04/01/95,61615.743,750,657,182,1812,2963,183,381.0,910.0,369,3615,550,1820,1400,2668,1952,2753.697,445,7850,2517,2683,6603.716,2715
05/01/95,61138.536,740,657,182,1766,2932,183,381.0,910.0,364,3690,550,1840,1410,2681,1981,2710.541,450,7900,2486,2386,6629.316,2733
06/01/95,60726.011,750,657,182,1845,2991,183,381.0,910.0,374,3650,550,1850,1380,2699,1858,2483.331,450,7900,2511,1951,6578.628,2751
07/01/95,61750.147,750,656,182,1850,2991,178,381.0,910.0,374,3600,550,1865,1400,2706,1897,2783.364,450,8050,2483,2498,6448.772,2789
08/01/95,61697.484,765,656,182,1842,3011,178,381.0,910.0,374,3700,550,1835,1405,2708,1935,2537.231,455,8015,2505,2482,6446.652,2808
09/01/95,61961.527,775,661,182,1847,3047,178,381.0,910.0,364,3650,550,1820,1430,2739,1943,2756.031,450,7955,2465,2635,6416.133,2827
10/01/95,61460.513,785,660,182,1861,3074,178,381.0,910.0,364,3660,550,1825,1400,1899,1974,3016.55,440,7955,2477,2743,6421.125,2830
11/01/95,62199.158,795,665,182,1823,3044,178,381.0,910.0,374,3685,550,1840,1400,2556,2015,3005.071,475,7905,2462,2694,6585.309,2833
12/01/95,62126.263,800,665,182,1823,2999,178,381.0,910.0,379,3700,550,1855,1400,2763,2046,3064.71,465,7905,2405,2634,6529.936,2836
01/01/96,62297.337,790,670,183,1801,3129,169,383.0,875.0,371,3740,550,1830,1380,2796,2071,3066.347,465,7900,2515,2587,6495.297,2839
02/01/96,62874.979,800,680,183,1811,3178,169,381.0,875.0,371,3665,550,1840,1375,2844,2099,3150.919,465,7980,2575,2605,6576.798,2858
03/01/96,62598.127,820,680,183,1869,3056,169,388.0,875.0,371,3650,550,1840,1395,2869,2100,2943.991,475,7980,2482,2549,6571.459,2877
04/01/96,62376.832,820,700,183,1738,3044,159,387.0,875.0,371,3700,550,1805,1380,2852,2077,3156.908,480,7980,2424,2498,6443.908,2862
05/01/96,61990.716,805,700,183,1783,3161,159,385.0,875.0,371,3500,550,1775,1400,2874,2135,2948.812,480,7750,2464,2498,6393.798,2902
06/01/96,62531.378,790,695,183,1856,3215,179,385.0,875.0,371,3650,550,1775,1400,2880,2136,3135.657,480,7800,2466,2448,6458.207,2908
07/01/96,62798.923,810,690,183,1842,3174,216,379.0,875.0,371,3715,550,1775,1390,2872,2097,3177.462,480,7950,2456,2494,6337.772,2914
08/01/96,62671.359,830,690,183,1884,3110,236,374.0,875.0,371,3745,550,1830,1395,2830,2190,3016.319,485,7900,2501,2351,6360.071,2952
09/01/96,62917.08,835,690,183,1862,3064,236,370.0,875.0,371,3665,550,1795,1405,2862,2153,3085.433,510,7950,2498,2527,6481.855,2966
10/01/96,63126.309,825,695,183,1940,3178,239,368.0,875.0,371,3650,550,1800,1390,2858,2216,2961.255,505,7900,2559,2645,6480.875,3016
11/01/96,63683.196,845,695,183,1922,3215,239,374.0,875.0,371,3645,550,1805,1400,2859,2248,3167.612,490,7900,2536,2702,6475.602,3067
12/01/96,64237.358,850,707,183,1908,3137,234,384.0,875.0,371,3690,860,1810,1410,2902,2226,3173.707,530,7910,2546,2753,6505.965,3087
01/01/97,64416.168,855,689,187,1886,3228,226,390.0,852.0,381,3705,1080,1840,1425,2939,2264,3177.45,555,8000,2591,2691,6402.12,3038
02/01/97,64686.317,835,689,187,1935,3230,226,391.517,852.0,381,3700,1068,1840,1380,2968,2267,3191.852,560,8000,2602,2652,6514.29,3070
03/01/97,64282.416,850,691,187,1911,3240,226,390.0,852.0,381,3450,1165,1830,1410,2969,2207,3048.714,555,7950,2592,2578,6452.047,3088
04/01/97,65137.158,845,699,187,1799,3260,226,396.0,852.0,381,3755,1270,1820,1420,2947,2290,3333.324,580,7900,2596,2547,6441.294,3127
05/01/97,64463.646,850,701,187,1766,3220,226,404.32,852.0,376,3480,1315,1780,1425,2989,2274,3207.288,605,7985,2409,2249,6474.261,3157
06/01/97,63586.133,840,701,187,1920,3245,226,370.0,852.0,376,3620,550,1815,1430,3007,2290,2983.162,630,7880,2546,2177,6441.72,3187
07/01/97,64386.267,850,713,187,2015,3213,226,388.0,852.0,376,3635,550,1825,1440,3033,2270,3191.258,640,8000,2539,2482,6409.392,3193
08/01/97,65165.777,850,717,187,2020,3213,226,388.0,852.0,376,3655,1456,1805,1430,3080,2273,2890.86,650,8075,2535,2435,6347.386,3215
09/01/97,65381.241,835,723,187,1983,3215,226,389.9,852.0,371,3295,1679,1850,1415,3105,2292,2879.96,660,8155,2542,2498,6485.824,3237
10/01/97,66441.255,865,724,187,2016,3211,216,383.55,852.0,371,3765,1570,1840,1390,3087,2312,3187.51,670,8300,2574,2666,6467.152,3263
11/01/97,66091.806,855,734,187,2045,3186,226,384.0,852.0,371,3494,1335,1870,1430,3085,2342,3193.523,680,8350,2517,2609,6459.282,3290
12/01/97,65952.682,860,735,187,2088,3118,226,382.0,852.0,371,3642,726,1920,1450,3056,2302,3206.721,690,8400,2552,2743,6531.108,3317
01/01/98,66720.296,870,721,189,2000,3266,248,390.045,835.0,362,3593,1190,1950,1400,3085,2231,3269.747,700,8505,2752,2654,6540.526,3339
02/01/98,67271.306,870,721,189,2086,3182,248,375.0,835.0,362,3595,1721,1940,1530,3141,2260,3210.169,705,8440,2734,2631,6475.755,3361
03/01/98,67124.319,865,721,189,2058,3201,248,380.0,835.0,362,3558,1853,1930,1515,3158,2331,3103.675,720,8350,2723,2638,6407.711,3370
04/01/98,66700.234,815,726,189,1999,3157,248,378.307,835.0,362,3851,2010,1815,1560,3141,2183,3176.732,665,8150,2591,2641,6482.75,3200
05/01/98,66090.568,820,726,189,1976,3240,243,375.841,835.0,356,3633,2265,1805,1450,3149,2199,2911.888,685,8200,2554,2466,6346.905,3170
06/01/98,66044.061,820,726,189,2077,3294,237,377.421,835.0,356,3827,1862,1810,1430,3050,2195,3054.772,675,8150,2590,2463,6267.266,3170
07/01/98,65714.398,790,726,189,2027,3228,237,324.389,835.0,356,3607,2315,1760,1470,3122,2133,3093.42,650,7950,2515,2505,6194.381,3020
08/01/98,64522.965,800,726,189,2021,3209,237,379.4,835.0,356,3408,2430,1776,1520,3055,1901,2385.351,640,7850,2376,2534,6202.641,2950
09/01/98,64361.764,790,736,189,2048,3238,232,383.3,835.0,352,3713,2430,1712,1410,2906,2006,2840.161,610,7650,2429,2630,5789.212,2925
10/01/98,64884.338,790,740,189,2051,3178,228,387.7,835.0,352,3534,2430,1735,1535,2792,1847,2903.688,590,8025,2421,2661,6142.566,2950
11/01/98,65776.125,810,740,189,1984,3273,228,380.149,835.0,352,3633,2450,1750,1415,3147,2056,3000.688,640,7850,2421,2677,6139.929,2995
12/01/98,65955.504,820,740,189,1984,3225,228,370.737,835.0,352,3621,2362,1760,1445,3107,2047,3011.461,630,8000,2454,2863,6043.449,3000
01/01/99,65684.486,830,762,182,1890,3228,242,370.824,816.0,327,3693,2405,1874,1495,3144,1955,2993.971,650,7850,2436,2705,5963.356,2970
02/01/99,65635.407,810,762,182,1893,3222,243,389.0,816.0,327,3939,2542,1702,1345,3020,1972,2963.104,640,7860,2444,2749,5965.517,2925
03/01/99,65284.966,820,762,182,1839,3218,245,347.287,816.0,327,3818,2495,1664,1395,3053,2012,2971.038,730,7895,2376,2768,5882.633,2885
04/01/99,64122.607,720,752,182,1838,3207,247,360.0,816.0,327,3483,2640,1762,1395,2893,1932,2920.238,625,7450,2285,2781,5887.203,2750
05/01/99,63370.008,740,752,182,1891,3189,244,375.0,816.0,317,3427,2495,1702,1235,2926,2037,2888.871,610,7250,2245,2570,5874.91,2740
06/01/99,63261.942,730,752,182,1938,3214,251,375.0,816.0,317,3490,2403,1585,1460,2801,1984,2736.426,575,7350,2281,2506,5760.265,2730
07/01/99,63854.99,740,742,182,1967,3147,258,370.0,816.0,317,3340,2760,1580,1200,2920,1885,3087.57,605,7450,2255,2678,5797.999,2725
08/01/99,63988.56,740,742,182,1944,3299,264,375.0,816.0,317,3210,2796,1580,1515,2848,1839,2823.814,625,7400,2262,2711,5780.231,2730
09/01/99,63780.779,735,742,182,1891,3141,262,375.0,816.0,307,3220,2860,1590,1360,2861,1882,2866.765,620,7400,2255,2687,5803.771,2730
10/01/99,64414.462,730,732,182,1911,3161,269,381.305,816.0,312,3480,2817,1600,1370,2766,1945,3059.946,630,7400,2246,2760,5947.115,2730
11/01/99,64830.285,730,732,182,2024,3239,272,374.048,816.0,312,3530,2374,1600,1390,2852,1944,3291.099,635,7400,2237,2825,5960.356,2730
12/01/99,64168.171,760,742,182,2015,3176,274,381.869,816.0,312,3370,1671,1600,1381,2793,1965,3410.09,630,7550,2257,2690,5958.573,2780
01/01/00,64344.8691,800,718,187,1997,3282,262,401.265,720.065,293,3390,2199,1600,1272,3032,1926,3237.98,640,7475,2066,2747,5784.3871,2790
02/01/00,65061.06259,760,723,187,2004,3294,262,387.458,712.759,290,3490,2611,1630,1389,2897,1977,3332.251,650,7525,2116,2664,5851.82759,2800
